* DEMO HOTELS
* Data was loaded from the application "Sample Hotel Search" on the day 2013-05-25 from a
* resource: http://api.hotelsbase.org/search.php?longitude=14.421138&latitude=50.087533
*
* License (http://api.hotelsbase.org/documentation.php):
* Each page that uses hotelsbase data must link to hotelsbase.org, in any many you choose.
* Hotelsbase (http://www.hotelbase.org/) is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
* Creative Commons License

NAME;NOTE;CITY;STREET;PHONE;STARS;HOME_PAGE;PRICE;ACTIVE
Hostal Nersan II Madrid;a Hostel in Madrid,Spain.;-28;C/ Santa Engracia;;2;http://www.hostalnersan.com/en/presentacion;36;true
Husa Chamartin;a Hotel in Madrid,Spain.;-28;Agustín de Foxa s/n;902 100 710;4;http://www.husa.es/es/nuestros-hoteles/hotel/v/u/husa-chamartin;60;true
Novotel Madrid Puente de la Paz;a Hotel in Madrid,Spain.;-28;Albacete 1;;4;http://www.novotel.com/gb/hotel-0843-novotel-madrid-puente-de-la-paz/index.shtml;60;true
Suites Hotel - Foxa 25;a Hotel in Madrid,Spain.;-28;C/ Agustin de Foxa 25;;4;http://www.hotelesfoxa.com/;60;true
Hostal Rofer;a Hotel in Madrid,Madrid,Spain.;-28;Calle de Toledo 94,Madrid,Madrid,Spain; +34 913 66 39 69;3.0;http://hostalrofer.es/;48;true
Barcelo Castellana Norte;a Hotel in Madrid,Spain.;-28;Avenida Manoteras 20;(00 800 4 227 23 5;4;http://www.barcelo.com/BarceloHotels/en-GB/Hotels/Spain/Madrid/CastellanaNorte/Home.htm;61;true
BEST WESTERN Hotel Arosa;a Hotel in Madrid,Spain.;-28;Salud 21 Edificio Gran Via 29;+34 915 321 600;4;http://www.hotelarosa.es/;61;true
Confortel Pio XII;a Hotel in Madrid,Spain.;-28;Avda. Pío XII 77;1241205-1;4;http://www.confortelhoteles.com/en/hotel-pio-xii-madrid/;61;true
Hotel Convencion;a Hotel in Madrid,Spain.;-28;Calle Odonnell 53;(34) 91 221 40 60;4;http://www.hotel-convencion.com/;61;true
NH Ribera del Manzanares;a Hotel in Madrid,Spain.;-28;C/ Virgen del Puerto 57;+34 913643248;4;http://www.nh-hotels.com/nh/en/hotels/spain/madrid/nh-ribera-del-manzanares.html;61;true
Tryp Alcala 611;a Hotel in Madrid,Spain.;-28;Calle de Alcala 611;(34) 91 7434130;4;http://www.tryphotels.com/en/tryp-alcala-611-hotel-madrid-spain.html;61;true
Apartamentos H2 Tirso De Molina Madird;a Apartment in Madrid,Spain.;-28;Abades 3;;3;http://www.softguide-madrid.com/madrid_guide/accommodation/Apartamento-h2-tirso-de-molina-madrid.html;49;true
H2 La Latina Apartamentos Madrid;a Apartment in Madrid,Spain.;-28;C/ Santa Ana 20;;3;http://www.gomadrid.com/top-10/;49;true
Hostal Foster Madrid;a Hostel in Madrid,Spain.;-28;Estrella 5;;3;http://www.conozca-madrid.com/ciudades.php?cod=10;49;true
NH Breton;a Hotel in Madrid,Spain.;-28;Bretón de los Herreros 29;;3;http://www.nh-hotels.com/nh/en/hotels/spain/madrid/nh-breton.html?nhagentid=10755&nhsubagentid=107555220035;49;true
Silken Torre Garden;a Hotel in Madrid,Spain.;-28;Hermanos Garcia Noblejas 190;+34 913 135 810;3;http://www.hoteles-silken.com/hotel-torre-garden-madrid/en/;49;true
Babel Guesthouse;a Place in Madrid,Spain.;-28;San Bernardo 30 piso 1; +34 667 87 42 27;2;http://www.babelguesthouse.com;37;true
Hostal Rayuela;a Hostel in Madrid,Spain.;-28;Fuencarral St 41; +34 915 31 73 57;2;http://www.hostalrayuela.com;37;true
NH Alcala;a Hotel in Madrid,Spain.;-28;Alcalá 66; +34 914 35 10 60;4;http://www.nh-hotels.com/nh/en/hotels/spain/madrid/nh-alcala.html?nhagentid=10755&nhsubagentid=107555220035;62;true
NH Parque Avenidas;a Hotel in Madrid,Spain.;-28;Biarritz 2;+34 913610288;4;http://www.nh-hotels.com/nh/en/hotels/spain/madrid/nh-parque-avenidas.html?nhagentid=10755&nhsubagentid=107555220035;62;true
Novotel Madrid Campo de las Naciones;a Hotel in Madrid,Spain.;-28;Calle Amsterdam 3;;4;http://www.novotel.com/gb/hotel-1636-novotel-madrid-campo-de-las-naciones/index.shtml;62;true
Seven Hills Village Resort Rome;a Resort in Rome,Latium,Italy.;-23;Via Cassia 1216;10 - 00189;4;http://www.sevenhills.it/;19;true
Grand Hotel Fleming;a Hotel in Rome,Latium,Italy.;-23;Piazza Monteleone Di Spoleto 20;;4;http://www.grandhotelflemingrome.com/;32;true
Flaminio Village Bungalow Park;a Hotel in Rome,Latium,Italy.;-23;Via Flaminia Nuova 821;821 - 00189;4;http://www.villageflaminio.com/ENG/default.asp;35;true
Meeting Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Pier Vittorio Aldini 38/a;1 800 748 3127;3;http://www.romermhotels.worldweb.com/;35;true
1 Via dei Valeri;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Dei Valeri 1;;5;http://www.hoteldeimellini-rome.com/;54;true
Flaminius Hotel;a Hotel in Rome,Latium,Italy.;-23;Via del Frassineto 21-23;;3;http://www.hotelflaminiusrome.com/;36;true
Hotel Marechiaro;a Hotel in Rome,Latium,Italy.;-23;Via Gioberti 30 00185 Rome Italy;0039-(0)6 - 446536;2;http://www.hotelmarechiaro.com/;27;true
Hotel Victor Rome;a Hotel in Rome,Latium,Italy.;-23;Via Annia Regilla 60;96028380;3;http://www.romexplorer.com/rome-webcam.htm;36;true
Prime Hotel Roma Cassia;a Hotel in Rome,Latium,Italy.;-23;Via Barbarano Romano 19;;4;http://www.primeromacassia.com/;45;true
TOP Hotel American Palace EUR;a Hotel in Rome,Latium,Italy.;-23;Via Laurentina 554;554 - 00143;4;http://www.americanpalace.it/default-en.html;45;true
Aldobrandeschi Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Degli Aldobrandeschi 295;66415964;4;http://www.hotelaldobrandeschi.it/en/index.htm;46;true
Furio Camillo Bed and Breakfast Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Camilla 40;01194800882;3;http://www.bed-and-breakfast-in-italy.com/bed_and_breakfast_rome.cfm;37;true
Hotel Giotto Rome;a Hotel in Rome,Latium,Italy.;-23;Via Cardinal Passionei 35;+39-(0)6-61662394;3;http://www.hotelgiotto.eu/en/;37;true
Hotel Villa del Parco;a Hotel in Rome,Latium,Italy.;-23;Via Nomentana 110;110 - 00161;3;http://www.hotelvilladelparco.it/;37;true
Aurora Garden Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Emanuele Ciaceri 12;;3;http://hotelauroragarden.net/;38;true
Hotel Athena Rome;a Hotel in Rome,Latium,Italy.;-23;Via Ercole Pasquali 3;;3;http://universityrome.com/;38;true
Cristoforo Colombo Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Cristoforo Colombo 710;;4;http://cristoforocolomboroma.com/;48;true
Rouge Et Noir;a Hotel in Rome,Latium,Italy.;-23;Via Cosimo de Giorgi 8;;4;http://www.hotelrougeetnoir.it/;48;true
I Mulini a Vento B&B;a Hotel in ,Lazio,Italy.;-23;degli Scipioni 100,Lazio,Italy; +39 329 404 8382;4.5;http://www.imuliniaventobb.com;53;true
Hotel Mari 2 Rome;a Hotel in Rome,Latium,Italy.;-23;Via Calatafimi 40;01519560583;2;http://www.hotelmari2rome.com/;29;true
Mi Casa Tu Casa Bed & Breakfast;a Hotel in Rome,Latium,Italy.;-23;Via Principe Eugenio 3;;3;http://www.micasaestucasa.info/index.php?lang=en;39;true
Excel Roma Montemario;a Hotel in Rome,Latium,Italy.;-23;Via degli Scolopi 31;31 - 00136;4;http://www.excelmontemario.it;49;true
Grand Hotel Hermitage;a Hotel in Rome,Latium,Italy.;-23;Via East Vajna 12-18;;4;http://www.grandhotelhermitageroma.it/index-eng.php;49;true
Hotel Artis Rome;a Hotel in Rome,Latium,Italy.;-23;Via R. Fancelli 2;;4;http://hotelartisroma.com/;50;true
Hotel Santa Costanza;a Hotel in Rome,Latium,Italy.;-23;VIALE XXI APRILE 4;;3;http://www.hotelsantacostanzaroma.com/;40;true
Quality Hotel Nova Domus;a Hotel in Rome,Latium,Italy.;-23;Via G. Savonarola 38;39749945;4;http://novadomushotel.it/;50;true
Villa Maria Regina;a Hotel in Rome,Latium,Italy.;-23;Via Della Camilluccia 687;1340366925;4;http://www.villamariaregina.com/;50;true
Volturno House Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Volturno 31;0039 0690204857;1;http://volturnohouse.com/;20;true
Roma Park;a Hotel in Rome,Latium,Italy.;-23;Via Della Caffarelletta 114;;4;http://www.romapark.com/;51;true
Alla Balduina Hotel Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Alfredo Serranti 12;+39 0635346442;5;http://abalduina.altervista.org/;62;true
Hotel Romulus;a Hotel in Rome,Latium,Italy.;-23;Via Salaria 1069;1069 - 00138;3;http://www.hotelromulus.com/;42;true
Al Ponte del Papa;a Hotel in ,Lazio,Italy.;-23;Aurelia 62,Lazio,Italy; +39 338 859 2390;4.0;http://www.alpontedelpapa.it;53;true
A Casa Di Mei Bed & Breakfast Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Piazza Vittorio Emanuele II 55;;2;http://www.bedbreakfasttraveler.com/Italy-bed-and-breakfasts/A-Casa-Di-Mei_Rome.htm;32;true
Giglio Dell Opera (dellOpera);a Hotel in Rome,Latium,Italy.;-23;Via Principe Amedeo 14;09902951004;3.5;http://www.gigliodellopera.it/xING/index.asp;48;true
Flower Garden Hotel;a Hotel in Rome,Latium,Italy.;-23;Via del Viminale 7;+39 06 47824096;3;http://www.hotelflowergardenrome.com;43;true
CineMusic Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Tuscolana 128;70393244;4;http://www.cinemusicrome.com/en/index.htm;54;true
Esh Executive Style Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Di Torre Rossa 80;80 00165;4;http://www.esh-hotel.com/uk/albergo.php;54;true
Park Hotel dei Massimi;a Hotel in Rome,Latium,Italy.;-23;Largo Vincenzo Ambrosio 9;+39 0635347200;4;http://www.massimiparkhotel.it/;54;true
Stellas House;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Montebello 99;1-334-288-1188;3;http://www.stellasvoice.org/;44;true
Villa Glori Hotel;a Hotel in Rome,Latium,Italy.;-23;Viale del Vignola 28;;4;http://www.gloriahotels.com/;55;true
Villa Patrizi;a Hotel in Rome,Latium,Italy.;-23;Via di Villa Patrizi 20;+39 055-412058;4;http://villas-in-rome.villeinitalia.com/;55;true
Al Ponte Del Papa Bed & Breakfast Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Aurelia 62;;3;http://www.alpontedelpapa.it/eng/tariffe.htm;45;true
Hotel Il Quadrifoglio Rome;a Hotel in Rome,Latium,Italy.;-23;Via Pontina 311 (Via Valleranello 12);;3;http://www.hotelgallesrome.com/;45;true
Scheppers Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Bogliasco 36;+39 06 66019054;3;http://www.scheppershotel.it/;45;true
When in Rome Accommodation;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Varese 34;099 00311 003;3;http://wheninromebandb.com/;45;true
Cardinal Hotel St. Peter;a Hotel in Rome,Latium,Italy.;-23;Via Leone Dehon 71;;4;http://cardinalhotelrome.com/;57;true
Sunrise Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Cilento 3;;4;http://www.sunrisehotel.it/;57;true
Andreas Rome B&B;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Sarnano 36;;3;http://www.andreasrome.it/;46;true
Hotel Antico Acquedotto;a Hotel in Rome,Latium,Italy.;-23;Via Di Villa Serventi 9;;3;http://www.hotelanticoacquedotto.it/;46;true
Il Romitello Residence Rome;a Hotel in Rome,Latium,Italy.;-23;Via Vincenzo Viara de Ricci 24/26;;3;http://www.casaperferierome.com/;46;true
Eur Suite Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Giuseppe Prezzolini 5;+39 06 50514028;4;http://www.hoteleursuiterome.com;58;true
OP Hotel;a Hotel in Rome,Latium,Italy.;-23;Viale Oceano Pacifico 165;09731071008;4;http://www.ophotel.it/en/;58;true
Palazzetto degli Artisti Suites;a Hotel in Rome,Latium,Italy.;-23;Via della Madonna dei Monti 108;;4;http://www.palazzettodegliartisti.it/;58;true
Residenza Menni;a Hotel in Rome,Latium,Italy.;-23;Via Morgagni 41;39-06-441738256;2;http://residenzamennihotelrome.priorguest.com/en;35;true
Hotel Center 1;a Hotel in Rome,Latium,Italy.;-23;Via Giolitti 417;;3;http://www.centerhotelrome.com/;47;true
Domus Mariae Palazzo Carpegna;a Hotel in Rome,Latium,Italy.;-23;Via Aurelia 481;;4;http://www.palazzocarpegna.com;59;true
Hotel Turner;a Hotel in Rome,Latium,Italy.;-23;Via Nomentana 29;29 - 00161;4;http://www.hotelturner.com/;59;true
Zone Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Alfredo Fusco 118;+39 06 35404111;4;http://www.zonehotel.com;59;true
Aran Mantegna Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Andrea Mantegna 130;(00 800 4 227 23 5;4;http://www.aranhotels.com/;60;true
Hotel Galeno;a Hotel in Rome,Latium,Italy.;-23;Via dei Villini 10;;2;http://www.hotelgalenorome.com/;36;true
Hotel Silva Rome;a Hotel in Rome,Latium,Italy.;-23;Via Antonio Bosio 20/A;(+39) 0644241938;3;http://www.hotel-silva.com/?lg=en;48;true
Repubblica Hotel;a Hotel in Rome,Latium,Italy.;-23;VIA NAZIONALE 251;;3;http://www.hotelrepubblicarome.com/;48;true
Rovati Guest House;a Hotel in ,Lazio,Italy.;-23;Via Duilio 13,Lazio,Italy; +39 338 632 1257;4.5;http://www.guesthouse-rome.com;66;true
Romerooms;a Hotel in ,Lazio,Italy.;-23;fabio massimo,57,Lazio,Italy; +39 06 8901 5938;4.5;http://www.bbromerooms.com;66;true
111 B&B;a Hotel in ,Lazio,Italy.;-23;Via Cola di Rienzo 111,Lazio,Italy; +39 06 6452 0820;4.5;http://www.111bb.it;66;true
Vatican Museums;a Hotel in ,Lazio,Italy.;-23;Viale Vaticano 51/E,Lazio,Italy; +39 06 3903 0378;4.0;http://www.bebvatican.com;60;true
Hotel Aniene;a Hotel in Rome,Latium,Italy.;-23;Viale Tirreno 74;06-96708400;4;http://www.hotelanienerome.com/;61;true
Hotel Savoy Rome;a Hotel in Rome,Latium,Italy.;-23;Via Ludovisi 15;;4;http://www.savoy.it/en;61;true
Art in Accommodation;a Place in Rome,Latium,Italy.;-23;Via Ferruccio 46;;3;http://www.hoteldeimellini-rome.com/;49;true
Cesar Palace Guesthouse;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Nomentana 55;;3;http://www.cesarbedandbreakfast.com/;49;true
Hotel Metro Roma;a Hotel in Rome,Latium,Italy.;-23;Via di Rebibbia 18;(+39) 0640801778;3;http://hotelmetroroma.com/;49;true
Hotel Piazza Venezia Roma;a Hotel in Rome,Latium,Italy.;-23;Via Cesare Battisti 133;;3;http://www.hotelpiazzavenezia.com/;49;true
Piccolo Borgo;a Hotel in Rome,Latium,Italy.;-23;Via delle Capannelle 134;;3;http://www.ilpiccoloborgo.it/;49;true
Villa San Lorenzo Maria Hotel;a Hotel in Rome,Latium,Italy.;-23;Via dei Liguri 7;44202190;3;http://www.villamorgagni.it/;49;true
Hotel delle Province;a Hotel in Rome,Latium,Italy.;-23;Viale delle Province 103;44292670;4;http://www.hoteldelleprovince.it/eng/home.asp;62;true
Al Casale De Santis;a Bed and Breakfast in Rome,Latium,Italy.;-23;via labico 112A;;3;http://www.spotitaly.co.uk/?xHOTELid=3694;50;true
Argentina Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Cavour 47;47 - 00184;3;http://www.hotel-argentina.net/;50;true
Bed and Breakfast Carpe Diem Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Rattazzi 2-F interno 3;;3;http://www.inromebedandbreakfast.com/;50;true
Beethoven Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Forte Braschi 2;1 800 748 3127;3;http://www.romermhotels.worldweb.com/;50;true
Ducale Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Achille Grandi 4;+44 (0) 1904 33888;3;http://www.hotels-rome-italy-hotels.com/venezia/venice/palazzo-ducale/;50;true
Happy Holiday Bed & Breakfast Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Piazza San Giovanni in Laterano 26;26 - 00184;3;http://happyholidaysrome.com/;50;true
Hotel Cinecitta;a Hotel in Rome,Latium,Italy.;-23;Via Eudo Giulioli 13;;3;http://hotelcinecitta.com/;50;true
Hotel Julia Rome;a Hotel in Rome,Latium,Italy.;-23;Via Rasella 29;+39 064881637 - 06;3;http://www.hoteljulia.it/en;50;true
Hotel Mamiani;a Hotel in Rome,Latium,Italy.;-23;Via Mamiani 28;+39 06 49381646;3;http://hotelmamianirome.com/;50;true
Hotel Octavia;a Hotel in Rome,Latium,Italy.;-23;Via Gaetano Giovanni Bottari 38;;3;http://www.hoteloceania.it;50;true
Hotel San Remo Rome;a Hotel in Rome,Latium,Italy.;-23;Via Massimo Dazeglio 36;36 - 00184;3;http://www.hotelsanremorome.com/;50;true
Lincanto di Roma B&B;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Collina 36;;3;http://www.incantodiroma.com/;50;true
Serena Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Principe Amedeo 64;64 - 00185;3;http://www.hotelserenaroma.it/;50;true
Meltin Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Filippo Turati 76 Stazione Termini;00994500288;2.5;http://www.romeinformation.info/Basilicas%20(Basiliche)%20in%20Rome%20Latium.htm;44;true
Ai Musei Vaticani Bed & Breakfast Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Cipro 56;1046987-6;3;http://www.bbmuseivaticani.com/;51;true
Al Borgo Bed & Breakfast Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Borgo Pio 64;;3;http://www.alborgotorello.com/home.asp;51;true
Alterego B&B Vaticano;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Aurelia 383;;3;http://www.playalterego.com/;51;true
Gladiator Rooms Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Principe Eugenio 106;30 00185;3;http://www.samerooms.com/europehotels/italyhotels/latiumhotels/romehotels/romehotels.htm;51;true
Hotel Laura Rome;a Hotel in Rome,Latium,Italy.;-23;Viale XXI Aprile 109;;3;http://www.romehotelservice.com/;51;true
Hotel Principe Di Piemonte;a Hotel in Rome,Latium,Italy.;-23;Via G.Giolitti 449;;3;http://www.directline-hotels.co.uk/hotels_search.cfm;51;true
Hotel Regina Margherita;a Hotel in Rome,Latium,Italy.;-23;Via Bari 3;301546-311;3;http://www.hotel-rome-regina-margherita.com/;51;true
Hotel Stromboli;a Hotel in Rome,Latium,Italy.;-23;Via Marsala 34;;3;http://hotelstrombolirome.com/;51;true
New Morpheus Rooms;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Palermo 36;36 - 00184;3;http://www.morpheusbb.it;51;true
Roma Point Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Flaminia 988;988 - 00189;3;http://www.romapointhotel.it/;51;true
Veio Park Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Cassia 1171 G;;3;http://themeparks.about.com/;51;true
Zzzurg;a  in London.;-22;12 Regent Street, London;;1;http://1;1;true
Palmers Lodge;a Hostel in London,England,United Kingdom.;-22;40 College Crescent Swiss Cottage;;3;http://www.palmerslodge.co.uk/;17;true
Smart Russell Square Hostel;a Hostel in London,England,United Kingdom.;-22;70-72 Guilford St; +44 20 7833 8818;2;http://www.smartbackpackers.com;13;true
Travel Joy Hostel London;a Hostel in London,England,United Kingdom.;-22;111 Grosvenor Road Pimlico;;4;http://www.traveljoyhostels.com/;23;true
The Castle Bar;a Bed and Breakfast in London,England,United Kingdom.;-22;392 Camden Road; +44 20 7607 6752;2;http://www.castlebarcamden.co.uk;14;true
Journeys London Bridge Hostel;a Hostel in London,England,United Kingdom.;-22;204 Manor Place; +44 20 7735 6581;2;http://www.visitjourneys.com;15;true
Meininger Hotel London Hyde Park;a Hostel in London,England,United Kingdom.;-22;65-67 Queens Gate; +44 20 7590 6910;2;http://www.meininger-hotels.com;15;true
The W14 Hotel;a Hotel in London,England,United Kingdom.;-22;16-22 Gunterstone Road;+44 207 602 6600;2;http://www.thew14hotel.co.uk/;15;true
Clink261 Hostel London;a Hostel in London,England,United Kingdom.;-22;261-265 Grays Inn Road;;3;http://www.hostels-london.net/;21;true
Journeys Kings Cross St. Pancras;a Hostel in London,England,United Kingdom.;-22;54-58 Caledonian Road;;2;http://www.visitjourneys.com/;16;true
Barkston Youth Hostel London;a Hotel in London,England,United Kingdom.;-22;1 Barkston Gardens;;1;http://hostels-in-london-england.com/hostels/Barkston_Youth_Hostel.php;11;true
The Norfolk Towers Hotel;a Hotel in London,England,United Kingdom.;-22;34 Norfolk Place;;3;http://www.norfolk-towers-hotel.co.uk/;22;true
Smart Camden Inn London;a Hostel in London,England,United Kingdom.;-22;55-57 Bayham Street;+44(0)20 7388 8900;2;http://www.smartbackpackers.com/hosteldetails/United-Kingdom/London/Smart-Camden-Inn/HotelDetails.aspx;17;true
Smart Hyde Park Inn London;a Hostel in London,England,United Kingdom.;-22;48 - 50 Inverness Terrace;+44(0)20 7229 0000;2;http://www.smartbackpackers.com/hosteldetails/United-Kingdom/London/Smart-Hyde-Park-Inn-Hostel/index.htm;17;true
Journeys London Arsenal Hostel;a Hostel in London,England,United Kingdom.;-22;175 Blackstock Road;;2;http://visitjourneys.com/;18;true
New Cross Inn Hostel;a Hostel in London,England,United Kingdom.;-22;323A New Cross Road;020 8355 4976;2;http://www.newcrossinn.com/;18;true
YHA London Thameside;a Hostel in London,England,United Kingdom.;-22;20 Salter Road; +44 845 371 9756;2;http://www.yha.org.uk;20;true
Generator Hostel London;a Hostel in London,England,United Kingdom.;-22;37 Tavistock Place;517399-1;3;http://www.generatorhostels.com/;28;true
Garth Hotel;a Hotel in London,England,United Kingdom.;-22;69 Gower Street; +44 20 7636 5761;1;http://www.garthhotel-london.com;16;true
London Eye Hostel;a Hostel in London,England,United Kingdom.;-22;London South East Kensington; +44 20 7224 4405;1;http://www.londoneyehostel.com;19;true
Smart Hyde Park View Hostel;a Hostel in London,England,United Kingdom.;-22;16 Leinster Terrace;+44 (0)20 7402 410;2;http://www.smartbackpackers.com/hosteldetails/United-Kingdom/London/Smart-Hyde-Park-View/index.htm;29;true
Imperial College Beit Hall Hotel London;a Hotel in London,England,United Kingdom.;-22;Prince Consort Road;+44 (0)20 7589 511;3;http://www3.imperial.ac.uk/;42;true
Hotel Strand Continental London;a Bed and Breakfast in London,England,United Kingdom.;-22;143 Strand;+44 207 379 4737;2;http://www.strandpalacehotel.co.uk/;32;true
Radnor Bayswater Hotel;a Hotel in London,England,United Kingdom.;-22;23 Inverness Terrace;;3;http://www.bayswaterinn.co.uk/;45;true
The Belgravia Rooms London;a Hotel in London,England,United Kingdom.;-22;104 Ebury Street;18131904;3;http://www.belgraviarooms.com/main.html;45;true
The Bridge Hotel London;a Hotel in London,England,United Kingdom.;-22;30 Borough Road;+44 (0)20 7855 220;3;http://www.londonbridgehotel.com/;45;true
The Oxford Hotel Earls Court London;a Hotel in London,England,United Kingdom.;-22;16-18 & 24 Penywern Road;+ 44 (0) 207 370 5;3;http://www.the-oxford-hotel.com/;47;true
The Oxford Hotel London;a Hotel in London,England,United Kingdom.;-22;13-14 Craven Terrace Lancaster Gate;;3;http://www.oxfordhotellondon.co.uk/;47;true
Euro Hotel Clapham;a Hotel in London,England,United Kingdom.;-22;80-81 Clapham Common South Side;020 8890 2358;2;http://www.eurohotelsgroup.co.uk/;36;true
Euro Hotel London Peckham;a Hotel in London,England,United Kingdom.;-22;110 Peckham Road;020 8890 2358;2;http://www.eurohotelslondon.co.uk/;37;true
Northumberland Kings Cross Hotel;a Hotel in London,England,United Kingdom.;-22;9-11 Euston Road; +44 20 7837 5675;2;http://nkingscrosshotel.co.uk;37;true
City View Apartments London Field;a Apartment in London,England,United Kingdom.;-22;251-253 Mare Street;;3;http://lovingapartments.com/London-apartments-home.html;50;true
Euro Lodge Clapham;a Hotel in London,England,United Kingdom.;-22;90 Clapham Common South Side;020 8890 2358;2;http://www.eurohotelsgroup.co.uk/;38;true
Charlotte Guest House London;a Bed and Breakfast in London,England,United Kingdom.;-22;195 - 197 Sumatra Road West Hampstead;195 - 197;3;http://www.charlotteguesthouse.co.uk/;53;true
Queens Hotel Crystal Palace;a Hotel in London,England,United Kingdom.;-22;122 Church Road Crystal Palace;;2;http://www.euroqueenshotel.com/;40;true
Westbury Kensington;a Hotel in London,England,United Kingdom.;-22;22-24 Collingham Place;;3;http://www.westburybar.com/;54;true
Cricklewood Lodge Hotel;a Hotel in London,England,United Kingdom.;-22;1 Cricklewood Broadway Cricklewood;;3;http://www.cricklewoodlodgehotel.co.uk/location/;55;true
The Black Lion Guesthouse Kilburn London;a Hotel in London,England,United Kingdom.;-22;274 Kilburn High Road;020 8450 4422;4;http://www.windmillhotelnorthlondon.co.uk/;71;true
Grange Lancaster Hotel London;a Hotel in London,England,United Kingdom.;-22;4 -6 Bedford Place;;3;http://www.grangehotels.com/Hotels-London/Grange-Lancaster-Hotel/The-Lancaster-Hotel.aspx;57;true
Dolphin Inn Paddington London;a Hotel in London,England,United Kingdom.;-22;44 Norfolk Square;+44 20-7402 4949;1;http://www.dolphinhotel.co.uk/index1.asp;29;true
Tommy Miahs Raj Hotel London;a Hotel in London,England,United Kingdom.;-22;366 Essex Road Highbury Islington;;3;http://www.thetommymiahsrajhotel.co.uk/;58;true
City Hotel London;a Hotel in London,England,United Kingdom.;-22;12-20 Osborn Street;020 7378 0415;3;http://www.london-city-hotel.co.uk/;59;true
The Coronation Hotel London;a Hotel in London,England,United Kingdom.;-22;59 Nevern Square;8-444553540000;3;http://www.weatherforecastmap.com/united_kingdom/london/;59;true
Britannia International Hotel;a Hotel in London,England,United Kingdom.;-22;163 Marsh Wall;1000664866105;4;http://www.britanniahotels.com/hotels/london/;74;true
Four Stars Hotel;a Hotel in London,England,United Kingdom.;-22;26-28 SUSSEX GARDENS; +44 20 7402 5523;3;http://www.fourstarshoteluk.com;60;true
Hanover Hotel Victoria;a Hotel in London,England,United Kingdom.;-22;30-32 St Georges Drive;+44 207 834 0367;3;http://www.hanoverhotel.co.uk/;60;true
Pavilion Hotel London;a Hotel in London,England,United Kingdom.;-22;34-36 Sussex Gardens; +44 20 7262 0905;3;http://www.pavilionhoteluk.com;62;true
St Georges Hotel Victoria London;a Hotel in London,England,United Kingdom.;-22;107-115 St. Georges Drive;+44 (0) 207 834 02;3;http://www.stgeorgeshotel.net/;62;true
Chester Hotel London;a Hotel in London,England,United Kingdom.;-22;27-29 Longmoore Street Victoria;0141 270 2171;2;http://www.chesterhotels.uk.com/;47;true
Comfort Inn Edgware Road;a Hotel in London,England,United Kingdom.;-22;450 Edgware Road; +44 20 7724 3569;3;http://www.comfortinnedgwareroad.co.uk;63;true
Hotel Sophia London;a Hotel in London,England,United Kingdom.;-22;5A London Street;;3;http://www.cheaphotelinlondon.net/hotels.aspx;63;true
Montana Excel Hotel London;a Hotel in London,England,United Kingdom.;-22;16-18 Argyle Square St Pancras;7069 5000;3;http://www.excel-london.co.uk/;63;true
Comfort Inn Kings Cross;a Hotel in London,England,United Kingdom.;-22;2-5 St. Chads Street;+ 44 (0) 20 7837 1;4;http://www.comfortinnkingscross.co.uk/;79;true
